fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
03-7996,"Drawbridge Operation Regulations; Coronado Beach Bridge (SR 44), Intracoastal Waterway, New Smyrna Beach, FL",2003-04-02,https://www.govinfo.gov/content/pkg/FR-2003-04-02/pdf/03-7996.pdf,https://www.federalregister.gov/documents/2003/04/02/03-7996/drawbridge-operation-regulations-coronado-beach-bridge-sr-44-intracoastal-waterway-new-smyrna-beach,,www.govinfo.gov,Rule,policy letter
03-9083,Drawbridge Operation Regulations; Amendment to Drawbridge Operation Regulations,2003-04-17,https://www.govinfo.gov/content/pkg/FR-2003-04-17/pdf/03-9083.pdf,https://www.federalregister.gov/documents/2003/04/17/03-9083/drawbridge-operation-regulations-amendment-to-drawbridge-operation-regulations,,www.govinfo.gov,Proposed Rule,policy letter
03-11809,"Safety Zone; Mission Creek Waterway, China Basin, San Francisco Bay, CA",2003-05-13,https://www.govinfo.gov/content/pkg/FR-2003-05-13/pdf/03-11809.pdf,https://www.federalregister.gov/documents/2003/05/13/03-11809/safety-zone-mission-creek-waterway-china-basin-san-francisco-bay-ca,,www.govinfo.gov,Rule,policy letter
03-12491,"Drawbridge Operation Regulation; Raccoon Creek, NJ",2003-05-20,https://www.govinfo.gov/content/pkg/FR-2003-05-20/pdf/03-12491.pdf,https://www.federalregister.gov/documents/2003/05/20/03-12491/drawbridge-operation-regulation-raccoon-creek-nj,,www.govinfo.gov,Rule,policy letter
03-13443,Security Zone: Portland Rose Festival on Willamette River,2003-05-29,https://www.govinfo.gov/content/pkg/FR-2003-05-29/pdf/03-13443.pdf,https://www.federalregister.gov/documents/2003/05/29/03-13443/security-zone-portland-rose-festival-on-willamette-river,,www.govinfo.gov,Rule,policy letter
03-14016,"Security Zone; St. Thomas, U.S. VI",2003-06-04,https://www.govinfo.gov/content/pkg/FR-2003-06-04/pdf/03-14016.pdf,https://www.federalregister.gov/documents/2003/06/04/03-14016/security-zone-st-thomas-us-vi,,www.govinfo.gov,Rule,policy letter
03-14802,"Drawbridge Operation Regulations; Manasquan River, NJ",2003-06-11,https://www.govinfo.gov/content/pkg/FR-2003-06-11/pdf/03-14802.pdf,https://www.federalregister.gov/documents/2003/06/11/03-14802/drawbridge-operation-regulations-manasquan-river-nj,,www.govinfo.gov,Rule,policy letter
03-14866,"Regulated Navigation Area in Hampton Roads, VA",2003-06-12,https://www.govinfo.gov/content/pkg/FR-2003-06-12/pdf/03-14866.pdf,https://www.federalregister.gov/documents/2003/06/12/03-14866/regulated-navigation-area-in-hampton-roads-va,,www.govinfo.gov,Rule,policy letter
03-15225,Licensing and Manning for Officers of Towing Vessels,2003-06-17,https://www.govinfo.gov/content/pkg/FR-2003-06-17/pdf/03-15225.pdf,https://www.federalregister.gov/documents/2003/06/17/03-15225/licensing-and-manning-for-officers-of-towing-vessels,,www.govinfo.gov,Rule,policy letter
03-16186,Implementation of National Maritime Security Initiatives,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16186.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16186/implementation-of-national-maritime-security-initiatives,,www.govinfo.gov,Rule,Merchant Mariner Credential
03-16187,Area Maritime Security,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16187.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16187/area-maritime-security,,www.govinfo.gov,Rule,policy letter
03-16188,Vessel Security,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16188.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16188/vessel-security,,www.govinfo.gov,Rule,policy letter
03-16189,Facility Security,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16189.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16189/facility-security,,www.govinfo.gov,Rule,policy letter
03-16190,Outer Continental Shelf Facility Security,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16190.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16190/outer-continental-shelf-facility-security,,www.govinfo.gov,Rule,policy letter
03-16191,Automatic Identification System; Vessel Carriage Requirement,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16191.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16191/automatic-identification-system-vessel-carriage-requirement,,www.govinfo.gov,Rule,policy letter
03-17723,"Security and Safety Zone; Protection of Large Passenger Vessels, Puget Sound, WA",2003-07-15,https://www.govinfo.gov/content/pkg/FR-2003-07-15/pdf/03-17723.pdf,https://www.federalregister.gov/documents/2003/07/15/03-17723/security-and-safety-zone-protection-of-large-passenger-vessels-puget-sound-wa,,www.govinfo.gov,Proposed Rule,policy letter
03-18525,"Drawbridge Operation Regulations; Shrewsbury River, NJ",2003-07-22,https://www.govinfo.gov/content/pkg/FR-2003-07-22/pdf/03-18525.pdf,https://www.federalregister.gov/documents/2003/07/22/03-18525/drawbridge-operation-regulations-shrewsbury-river-nj,,www.govinfo.gov,Rule,policy letter
03-20334,"Drawbridge Operation Regulations; St. Johns River, Mile 24.7 at Jacksonville, Duval County, FL",2003-08-11,https://www.govinfo.gov/content/pkg/FR-2003-08-11/pdf/03-20334.pdf,https://www.federalregister.gov/documents/2003/08/11/03-20334/drawbridge-operation-regulations-st-johns-river-mile-247-at-jacksonville-duval-county-fl,,www.govinfo.gov,Rule,policy letter
03-20929,"Regulated Navigation Areas, Safety and Security Zones; Long Island Sound Marine Inspection and Captain of the Port Zone",2003-08-15,https://www.govinfo.gov/content/pkg/FR-2003-08-15/pdf/03-20929.pdf,https://www.federalregister.gov/documents/2003/08/15/03-20929/regulated-navigation-areas-safety-and-security-zones-long-island-sound-marine-inspection-and-captain,,www.govinfo.gov,Rule,policy letter
03-22793,"Drawbridge Operation Regulation Change, St. Croix River, Minnesota and Wisconsin",2003-09-09,https://www.govinfo.gov/content/pkg/FR-2003-09-09/pdf/03-22793.pdf,https://www.federalregister.gov/documents/2003/09/09/03-22793/drawbridge-operation-regulation-change-st-croix-river-minnesota-and-wisconsin,,www.govinfo.gov,Proposed Rule,policy letter
03-25047,"Drawbridge Operation Regulations; St. Johns River, mile 24.7 at Jacksonville, Duval County, FL",2003-10-06,https://www.govinfo.gov/content/pkg/FR-2003-10-06/pdf/03-25047.pdf,https://www.federalregister.gov/documents/2003/10/06/03-25047/drawbridge-operation-regulations-st-johns-river-mile-247-at-jacksonville-duval-county-fl,,www.govinfo.gov,Rule,policy letter
03-26345,Implementation of National Maritime Security Initiatives,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26345.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26345/implementation-of-national-maritime-security-initiatives,,www.govinfo.gov,Rule,policy letter
03-26346,Area Maritime Security,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26346.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26346/area-maritime-security,,www.govinfo.gov,Rule,policy letter
03-26347,Vessel Security,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26347.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26347/vessel-security,,www.govinfo.gov,Rule,policy letter
03-26348,Facility Security,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26348.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26348/facility-security,,www.govinfo.gov,Rule,policy letter
03-26349,Outer Continental Shelf Facility Security,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26349.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26349/outer-continental-shelf-facility-security,,www.govinfo.gov,Rule,policy letter
03-26350,Automatic Identification System; Vessel Carriage Requirement,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26350.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26350/automatic-identification-system-vessel-carriage-requirement,,www.govinfo.gov,Rule,policy letter
03-27464,Vessel Documentation: “Sold Foreign”,2003-10-30,https://www.govinfo.gov/content/pkg/FR-2003-10-30/pdf/03-27464.pdf,https://www.federalregister.gov/documents/2003/10/30/03-27464/vessel-documentation-sold-foreign,,www.govinfo.gov,Proposed Rule,policy letter
03-32318,Validation of Merchant Mariners' Vital Information and Issuance of Coast Guard Merchant Mariner's Documents (MMDs),2004-01-06,https://www.govinfo.gov/content/pkg/FR-2004-01-06/pdf/03-32318.pdf,https://www.federalregister.gov/documents/2004/01/06/03-32318/validation-of-merchant-mariners-vital-information-and-issuance-of-coast-guard-merchant-mariners,,www.govinfo.gov,Rule,NMC Policy Letter
03-32204,Deepwater Ports,2004-01-06,https://www.govinfo.gov/content/pkg/FR-2004-01-06/pdf/03-32204.pdf,https://www.federalregister.gov/documents/2004/01/06/03-32204/deepwater-ports,,www.govinfo.gov,Rule,policy letter
04-337,Approval for Experimental Shipboard Installations of Ballast Water Treatment Systems,2004-01-07,https://www.govinfo.gov/content/pkg/FR-2004-01-07/pdf/04-337.pdf,https://www.federalregister.gov/documents/2004/01/07/04-337/approval-for-experimental-shipboard-installations-of-ballast-water-treatment-systems,,www.govinfo.gov,Proposed Rule,policy letter
04-387,"Security Zone; Ohio River Mile 119.0 to 119.8, Natrium, WV",2004-01-09,https://www.govinfo.gov/content/pkg/FR-2004-01-09/pdf/04-387.pdf,https://www.federalregister.gov/documents/2004/01/09/04-387/security-zone-ohio-river-mile-1190-to-1198-natrium-wv,,www.govinfo.gov,Proposed Rule,policy letter
04-1856,"Security Zone; General Dynamics, Electric Boat Corporation, Groton, CT",2004-01-29,https://www.govinfo.gov/content/pkg/FR-2004-01-29/pdf/04-1856.pdf,https://www.federalregister.gov/documents/2004/01/29/04-1856/security-zone-general-dynamics-electric-boat-corporation-groton-ct,,www.govinfo.gov,Rule,policy letter
04-2230,Vessel Documentation: Lease Financing for Vessels Engaged in the Coastwise Trade,2004-02-04,https://www.govinfo.gov/content/pkg/FR-2004-02-04/pdf/04-2230.pdf,https://www.federalregister.gov/documents/2004/02/04/04-2230/vessel-documentation-lease-financing-for-vessels-engaged-in-the-coastwise-trade,,www.govinfo.gov,Rule,policy letter
04-2231,Vessel Documentation: Lease Financing for Vessels Engaged in the Coastwise Trade; Second Rulemaking,2004-02-04,https://www.govinfo.gov/content/pkg/FR-2004-02-04/pdf/04-2231.pdf,https://www.federalregister.gov/documents/2004/02/04/04-2231/vessel-documentation-lease-financing-for-vessels-engaged-in-the-coastwise-trade-second-rulemaking,,www.govinfo.gov,Proposed Rule,policy letter
04-4207,"Drawbridge Operation Regulations: Rahway River, NJ",2004-02-26,https://www.govinfo.gov/content/pkg/FR-2004-02-26/pdf/04-4207.pdf,https://www.federalregister.gov/documents/2004/02/26/04-4207/drawbridge-operation-regulations-rahway-river-nj,,www.govinfo.gov,Rule,policy letter
04-4209,"Security Zones; San Francisco Bay, California",2004-02-26,https://www.govinfo.gov/content/pkg/FR-2004-02-26/pdf/04-4209.pdf,https://www.federalregister.gov/documents/2004/02/26/04-4209/security-zones-san-francisco-bay-california,,www.govinfo.gov,Rule,policy letter
04-5348,"Drawbridge Operation Regulations; Palm Beach County Bridges, Atlantic Intracoastal Waterway, Palm Beach County, Florida",2004-03-10,https://www.govinfo.gov/content/pkg/FR-2004-03-10/pdf/04-5348.pdf,https://www.federalregister.gov/documents/2004/03/10/04-5348/drawbridge-operation-regulations-palm-beach-county-bridges-atlantic-intracoastal-waterway-palm-beach,,www.govinfo.gov,Proposed Rule,policy letter
04-7110,"Drawbridge Operation Regulations; St. Johns River, Mile 24.7 at Jacksonville, Duval County, FL",2004-03-31,https://www.govinfo.gov/content/pkg/FR-2004-03-31/pdf/04-7110.pdf,https://www.federalregister.gov/documents/2004/03/31/04-7110/drawbridge-operation-regulations-st-johns-river-mile-247-at-jacksonville-duval-county-fl,,www.govinfo.gov,Rule,policy letter
04-8201,"Drawbridge Operation Regulation; Belle River, Belle River, LA",2004-04-12,https://www.govinfo.gov/content/pkg/FR-2004-04-12/pdf/04-8201.pdf,https://www.federalregister.gov/documents/2004/04/12/04-8201/drawbridge-operation-regulation-belle-river-belle-river-la,,www.govinfo.gov,Rule,policy letter
04-8498,"Anchorage Grounds; Buzzards Bay, MA",2004-04-16,https://www.govinfo.gov/content/pkg/FR-2004-04-16/pdf/04-8498.pdf,https://www.federalregister.gov/documents/2004/04/16/04-8498/anchorage-grounds-buzzards-bay-ma,,www.govinfo.gov,Proposed Rule,policy letter
04-9196,"Drawbridge Operation Regulation; Mare Island Strait, Napa River, Vallejo, CA",2004-04-23,https://www.govinfo.gov/content/pkg/FR-2004-04-23/pdf/04-9196.pdf,https://www.federalregister.gov/documents/2004/04/23/04-9196/drawbridge-operation-regulation-mare-island-strait-napa-river-vallejo-ca,,www.govinfo.gov,Rule,policy letter
04-9198,Merchant Marine Personnel Advisory Committee,2004-04-23,https://www.govinfo.gov/content/pkg/FR-2004-04-23/pdf/04-9198.pdf,https://www.federalregister.gov/documents/2004/04/23/04-9198/merchant-marine-personnel-advisory-committee,,www.govinfo.gov,Notice,policy letter
04-9907,"Drawbridge Operation Regulation; Atlantic Intracoastal Waterway, Miles 1062.6 and 1064.0 in Fort Lauderdale, Broward County, FL",2004-05-03,https://www.govinfo.gov/content/pkg/FR-2004-05-03/pdf/04-9907.pdf,https://www.federalregister.gov/documents/2004/05/03/04-9907/drawbridge-operation-regulation-atlantic-intracoastal-waterway-miles-10626-and-10640-in-fort,,www.govinfo.gov,Rule,policy letter
04-9908,"Update of Rules on Aids to Navigation Affecting Buoys, Sound Signals, International Rules at Sea, Communications Procedures, and Large Navigational Buoys",2004-05-05,https://www.govinfo.gov/content/pkg/FR-2004-05-05/pdf/04-9908.pdf,https://www.federalregister.gov/documents/2004/05/05/04-9908/update-of-rules-on-aids-to-navigation-affecting-buoys-sound-signals-international-rules-at-sea,,www.govinfo.gov,Rule,policy letter
04-11886,"Security Zone, St. Simons Sound and the Atlantic Ocean, GA",2004-05-25,https://www.govinfo.gov/content/pkg/FR-2004-05-25/pdf/04-11886.pdf,https://www.federalregister.gov/documents/2004/05/25/04-11886/security-zone-st-simons-sound-and-the-atlantic-ocean-ga,,www.govinfo.gov,Rule,policy letter
04-11887,"Security Zones and Regulated Navigation Area; Savannah River, GA",2004-05-25,https://www.govinfo.gov/content/pkg/FR-2004-05-25/pdf/04-11887.pdf,https://www.federalregister.gov/documents/2004/05/25/04-11887/security-zones-and-regulated-navigation-area-savannah-river-ga,,www.govinfo.gov,Rule,policy letter
04-12408,"Drawbridge Operation Regulations: Mystic River, CT",2004-06-02,https://www.govinfo.gov/content/pkg/FR-2004-06-02/pdf/04-12408.pdf,https://www.federalregister.gov/documents/2004/06/02/04-12408/drawbridge-operation-regulations-mystic-river-ct,,www.govinfo.gov,Rule,policy letter
04-12825,"Security Zone; San Francisco Bay, Oakland Estuary, Alameda, CA",2004-06-07,https://www.govinfo.gov/content/pkg/FR-2004-06-07/pdf/04-12825.pdf,https://www.federalregister.gov/documents/2004/06/07/04-12825/security-zone-san-francisco-bay-oakland-estuary-alameda-ca,,www.govinfo.gov,Rule,policy letter
04-13076,"Drawbridge Operation Regulations: Mianus River, CT",2004-06-10,https://www.govinfo.gov/content/pkg/FR-2004-06-10/pdf/04-13076.pdf,https://www.federalregister.gov/documents/2004/06/10/04-13076/drawbridge-operation-regulations-mianus-river-ct,,www.govinfo.gov,Rule,policy letter
04-13470,Safety and Security Zones; New York Marine Inspection Zone and Captain of the Port Zone,2004-06-15,https://www.govinfo.gov/content/pkg/FR-2004-06-15/pdf/04-13470.pdf,https://www.federalregister.gov/documents/2004/06/15/04-13470/safety-and-security-zones-new-york-marine-inspection-zone-and-captain-of-the-port-zone,,www.govinfo.gov,Rule,policy letter
04-13608,"Drawbridge Operation Regulations; Palm Beach County Bridges, Atlantic Intracoastal Waterway, Palm Beach County, FL",2004-06-17,https://www.govinfo.gov/content/pkg/FR-2004-06-17/pdf/04-13608.pdf,https://www.federalregister.gov/documents/2004/06/17/04-13608/drawbridge-operation-regulations-palm-beach-county-bridges-atlantic-intracoastal-waterway-palm-beach,,www.govinfo.gov,Rule,policy letter
04-14368,Review and Update of Standards for Marine Equipment,2004-06-30,https://www.govinfo.gov/content/pkg/FR-2004-06-30/pdf/04-14368.pdf,https://www.federalregister.gov/documents/2004/06/30/04-14368/review-and-update-of-standards-for-marine-equipment,,www.govinfo.gov,Proposed Rule,policy letter
04-16649,"Security Zone; Ohio River Mile 119.0 to 119.8, Natrium, WV",2004-07-22,https://www.govinfo.gov/content/pkg/FR-2004-07-22/pdf/04-16649.pdf,https://www.federalregister.gov/documents/2004/07/22/04-16649/security-zone-ohio-river-mile-1190-to-1198-natrium-wv,,www.govinfo.gov,Rule,policy letter
04-16839,"Drawbridge Operation Regulations: Mystic River, MA",2004-07-23,https://www.govinfo.gov/content/pkg/FR-2004-07-23/pdf/04-16839.pdf,https://www.federalregister.gov/documents/2004/07/23/04-16839/drawbridge-operation-regulations-mystic-river-ma,,www.govinfo.gov,Rule,policy letter
04-17528,"Security Zone; Three Mile Island Generating Station, Susquehanna River, Dauphin County, PA",2004-08-02,https://www.govinfo.gov/content/pkg/FR-2004-08-02/pdf/04-17528.pdf,https://www.federalregister.gov/documents/2004/08/02/04-17528/security-zone-three-mile-island-generating-station-susquehanna-river-dauphin-county-pa,,www.govinfo.gov,Rule,policy letter
04-17742,"Alternate Hull Examinations Program for Certain Passenger Vessels, and Underwater Surveys for Nautical School, Offshore Supply, Passenger and Sailing School Vessels",2004-08-05,https://www.govinfo.gov/content/pkg/FR-2004-08-05/pdf/04-17742.pdf,https://www.federalregister.gov/documents/2004/08/05/04-17742/alternate-hull-examinations-program-for-certain-passenger-vessels-and-underwater-surveys-for,,www.govinfo.gov,Rule,policy letter
04-17826,"Notice and Request for Comments; Letter of Recommendation, LNG Cameron Parish, LA",2004-08-05,https://www.govinfo.gov/content/pkg/FR-2004-08-05/pdf/04-17826.pdf,https://www.federalregister.gov/documents/2004/08/05/04-17826/notice-and-request-for-comments-letter-of-recommendation-lng-cameron-parish-la,,www.govinfo.gov,Notice,policy letter
04-19159,Merchant Marine Personnel Advisory Committee,2004-08-20,https://www.govinfo.gov/content/pkg/FR-2004-08-20/pdf/04-19159.pdf,https://www.federalregister.gov/documents/2004/08/20/04-19159/merchant-marine-personnel-advisory-committee,,www.govinfo.gov,Notice,policy letter
04-19960,"Notice, Request for Comments; Letter of Recommendation, LNG Facility Weavers Cove, Fall River, MA",2004-09-01,https://www.govinfo.gov/content/pkg/FR-2004-09-01/pdf/04-19960.pdf,https://www.federalregister.gov/documents/2004/09/01/04-19960/notice-request-for-comments-letter-of-recommendation-lng-facility-weavers-cove-fall-river-ma,,www.govinfo.gov,Notice,policy letter
04-19961,"Notice, Request for Comments; Letter of Recommendation, Keyspan LNG Facility Providence, RI",2004-09-01,https://www.govinfo.gov/content/pkg/FR-2004-09-01/pdf/04-19961.pdf,https://www.federalregister.gov/documents/2004/09/01/04-19961/notice-request-for-comments-letter-of-recommendation-keyspan-lng-facility-providence-ri,,www.govinfo.gov,Notice,policy letter
04-21523,"Anchorage Grounds, Hampton Roads, VA",2004-09-27,https://www.govinfo.gov/content/pkg/FR-2004-09-27/pdf/04-21523.pdf,https://www.federalregister.gov/documents/2004/09/27/04-21523/anchorage-grounds-hampton-roads-va,,www.govinfo.gov,Proposed Rule,policy letter
04-21845,"Shipping and Transportation; Technical, Organizational and Conforming Amendments",2004-09-30,https://www.govinfo.gov/content/pkg/FR-2004-09-30/pdf/04-21845.pdf,https://www.federalregister.gov/documents/2004/09/30/04-21845/shipping-and-transportation-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,NMC Policy Letter
04-23370,Cook Inlet Regional Citizen's Advisory Committee; Charter Renewal,2004-10-19,https://www.govinfo.gov/content/pkg/FR-2004-10-19/pdf/04-23370.pdf,https://www.federalregister.gov/documents/2004/10/19/04-23370/cook-inlet-regional-citizens-advisory-committee-charter-renewal,,www.govinfo.gov,Notice,policy letter
04-25490,"Drawbridge Operation Regulation; Gulf Intracoastal Waterway, Cypremort, LA",2004-11-17,https://www.govinfo.gov/content/pkg/FR-2004-11-17/pdf/04-25490.pdf,https://www.federalregister.gov/documents/2004/11/17/04-25490/drawbridge-operation-regulation-gulf-intracoastal-waterway-cypremort-la,,www.govinfo.gov,Proposed Rule,policy letter
04-26337,"Anchorage Regulations: Yonkers, NY",2004-11-30,https://www.govinfo.gov/content/pkg/FR-2004-11-30/pdf/04-26337.pdf,https://www.federalregister.gov/documents/2004/11/30/04-26337/anchorage-regulations-yonkers-ny,,www.govinfo.gov,Rule,policy letter
04-26338,"Drawbridge Operation Regulation; Bayou Portage, Pass Christian, MS",2004-11-30,https://www.govinfo.gov/content/pkg/FR-2004-11-30/pdf/04-26338.pdf,https://www.federalregister.gov/documents/2004/11/30/04-26338/drawbridge-operation-regulation-bayou-portage-pass-christian-ms,,www.govinfo.gov,Rule,policy letter
05-534,Application for Recertification of Prince William Sound Regional Citizens’ Advisory Council,2005-01-12,https://www.govinfo.gov/content/pkg/FR-2005-01-12/pdf/05-534.pdf,https://www.federalregister.gov/documents/2005/01/12/05-534/application-for-recertification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
05-547,"Security Zone; San Diego Bay, CA",2005-01-12,https://www.govinfo.gov/content/pkg/FR-2005-01-12/pdf/05-547.pdf,https://www.federalregister.gov/documents/2005/01/12/05-547/security-zone-san-diego-bay-ca,,www.govinfo.gov,Rule,policy letter
05-655,"Anchorage Grounds; Buzzards Bay, MA",2005-01-13,https://www.govinfo.gov/content/pkg/FR-2005-01-13/pdf/05-655.pdf,https://www.federalregister.gov/documents/2005/01/13/05-655/anchorage-grounds-buzzards-bay-ma,,www.govinfo.gov,Rule,policy letter
05-1104,"Notice and Request for Comments; Letter of Recommendation, LNG Jefferson County, TX",2005-01-21,https://www.govinfo.gov/content/pkg/FR-2005-01-21/pdf/05-1104.pdf,https://www.federalregister.gov/documents/2005/01/21/05-1104/notice-and-request-for-comments-letter-of-recommendation-lng-jefferson-county-tx,,www.govinfo.gov,Notice,policy letter
05-1424,"Regulated Navigation Areas, Security Zones, and Temporary Anchorage Areas; St. Johns River, Jacksonville, FL",2005-01-26,https://www.govinfo.gov/content/pkg/FR-2005-01-26/pdf/05-1424.pdf,https://www.federalregister.gov/documents/2005/01/26/05-1424/regulated-navigation-areas-security-zones-and-temporary-anchorage-areas-st-johns-river-jacksonville,,www.govinfo.gov,Rule,policy letter
05-3381,"Drawbridge Operation Regulation; Gulf Intracoastal Waterway, Cypremort, LA",2005-02-22,https://www.govinfo.gov/content/pkg/FR-2005-02-22/pdf/05-3381.pdf,https://www.federalregister.gov/documents/2005/02/22/05-3381/drawbridge-operation-regulation-gulf-intracoastal-waterway-cypremort-la,,www.govinfo.gov,Rule,policy letter
05-3605,"Security Zones; Port of Port Lavaca-Point Comfort, Point Comfort, TX and Port of Corpus Christi Inner Harbor, Corpus Christi, TX",2005-02-25,https://www.govinfo.gov/content/pkg/FR-2005-02-25/pdf/05-3605.pdf,https://www.federalregister.gov/documents/2005/02/25/05-3605/security-zones-port-of-port-lavaca-point-comfort-point-comfort-tx-and-port-of-corpus-christi-inner,,www.govinfo.gov,Proposed Rule,policy letter
05-6305,"Anchorage Grounds, Hampton Roads, VA",2005-03-30,https://www.govinfo.gov/content/pkg/FR-2005-03-30/pdf/05-6305.pdf,https://www.federalregister.gov/documents/2005/03/30/05-6305/anchorage-grounds-hampton-roads-va,,www.govinfo.gov,Proposed Rule,policy letter
05-8452,Collection of Information Under Review by Office of Management and Budget (OMB): OMB Control Number: 1625-0040,2005-04-27,https://www.govinfo.gov/content/pkg/FR-2005-04-27/pdf/05-8452.pdf,https://www.federalregister.gov/documents/2005/04/27/05-8452/collection-of-information-under-review-by-office-of-management-and-budget-omb-omb-control-number,,www.govinfo.gov,Notice,Merchant Mariner Credential
05-9301,Prince William Sound Regional Citizens' Advisory Committee Charter Renewal,2005-05-10,https://www.govinfo.gov/content/pkg/FR-2005-05-10/pdf/05-9301.pdf,https://www.federalregister.gov/documents/2005/05/10/05-9301/prince-william-sound-regional-citizens-advisory-committee-charter-renewal,,www.govinfo.gov,Notice,policy letter
05-9436,Safety Zones; Fireworks Displays Within the Fifth Coast Guard District,2005-05-12,https://www.govinfo.gov/content/pkg/FR-2005-05-12/pdf/05-9436.pdf,https://www.federalregister.gov/documents/2005/05/12/05-9436/safety-zones-fireworks-displays-within-the-fifth-coast-guard-district,,www.govinfo.gov,Rule,policy letter
05-9936,Identity Security and Modernization of the Merchant Mariner Credential Statutes,2005-05-19,https://www.govinfo.gov/content/pkg/FR-2005-05-19/pdf/05-9936.pdf,https://www.federalregister.gov/documents/2005/05/19/05-9936/identity-security-and-modernization-of-the-merchant-mariner-credential-statutes,,www.govinfo.gov,Notice,Merchant Mariner Credential
05-10591,"Safety Zone; Wantagh Parkway 3 Bridge Over the Sloop Channel, Town of Hempstead, NY",2005-05-27,https://www.govinfo.gov/content/pkg/FR-2005-05-27/pdf/05-10591.pdf,https://www.federalregister.gov/documents/2005/05/27/05-10591/safety-zone-wantagh-parkway-3-bridge-over-the-sloop-channel-town-of-hempstead-ny,,www.govinfo.gov,Rule,policy letter
05-11169,Collection of Information Under Review by Office of Management and Budget (OMB): OMB Control Number: 1625-0015,2005-06-06,https://www.govinfo.gov/content/pkg/FR-2005-06-06/pdf/05-11169.pdf,https://www.federalregister.gov/documents/2005/06/06/05-11169/collection-of-information-under-review-by-office-of-management-and-budget-omb-omb-control-number,,www.govinfo.gov,Notice,policy letter
05-11168,"Security Zones; Oahu, Maui, HI, and Kauai, HI",2005-06-07,https://www.govinfo.gov/content/pkg/FR-2005-06-07/pdf/05-11168.pdf,https://www.federalregister.gov/documents/2005/06/07/05-11168/security-zones-oahu-maui-hi-and-kauai-hi,,www.govinfo.gov,Proposed Rule,policy letter
05-12729,Application for Recertification of Cook Inlet Regional Citizens' Advisory Council,2005-06-28,https://www.govinfo.gov/content/pkg/FR-2005-06-28/pdf/05-12729.pdf,https://www.federalregister.gov/documents/2005/06/28/05-12729/application-for-recertification-of-cook-inlet-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
05-13384,"Security Zones; Port of Port Lavaca-Point Comfort, Point Comfort, TX and Port of Corpus Christi Inner Harbor, Corpus Christi, TX",2005-07-07,https://www.govinfo.gov/content/pkg/FR-2005-07-07/pdf/05-13384.pdf,https://www.federalregister.gov/documents/2005/07/07/05-13384/security-zones-port-of-port-lavaca-point-comfort-point-comfort-tx-and-port-of-corpus-christi-inner,,www.govinfo.gov,Rule,policy letter
05-13648,Collection of Information Under Review by Office of Management and Budget (OMB): 1625-0040,2005-07-12,https://www.govinfo.gov/content/pkg/FR-2005-07-12/pdf/05-13648.pdf,https://www.federalregister.gov/documents/2005/07/12/05-13648/collection-of-information-under-review-by-office-of-management-and-budget-omb-1625-0040,,www.govinfo.gov,Notice,Merchant Mariner Credential
05-13963,Anchorage Grounds and Safety Zone; Delaware River,2005-07-15,https://www.govinfo.gov/content/pkg/FR-2005-07-15/pdf/05-13963.pdf,https://www.federalregister.gov/documents/2005/07/15/05-13963/anchorage-grounds-and-safety-zone-delaware-river,,www.govinfo.gov,Rule,policy letter
05-16287,"Letter of Recommendation; Proposed Broadwater LNG Project, Long Island Sound",2005-08-16,https://www.govinfo.gov/content/pkg/FR-2005-08-16/pdf/05-16287.pdf,https://www.federalregister.gov/documents/2005/08/16/05-16287/letter-of-recommendation-proposed-broadwater-lng-project-long-island-sound,,www.govinfo.gov,Notice,policy letter
