fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
2017-18411,Great Lakes Pilotage Rates-2017 Annual Review,2017-08-31,https://www.govinfo.gov/content/pkg/FR-2017-08-31/pdf/2017-18411.pdf,https://www.federalregister.gov/documents/2017/08/31/2017-18411/great-lakes-pilotage-rates-2017-annual-review,,www.govinfo.gov,Rule,policy letter
2017-18708,"Drawbridge Operation Regulation; Rice Creek, Putnam County, FL",2017-09-05,https://www.govinfo.gov/content/pkg/FR-2017-09-05/pdf/2017-18708.pdf,https://www.federalregister.gov/documents/2017/09/05/2017-18708/drawbridge-operation-regulation-rice-creek-putnam-county-fl,,www.govinfo.gov,Rule,policy letter
2017-20155,Adding the Polar Ship Certificate to the List of SOLAS Certificates and Certificates Issued by Recognized Classification Societies,2017-09-21,https://www.govinfo.gov/content/pkg/FR-2017-09-21/pdf/2017-20155.pdf,https://www.federalregister.gov/documents/2017/09/21/2017-20155/adding-the-polar-ship-certificate-to-the-list-of-solas-certificates-and-certificates-issued-by,,www.govinfo.gov,Rule,CG-CVC Policy Letter
2017-20209,Merchant Marine Personnel Advisory Committee,2017-09-22,https://www.govinfo.gov/content/pkg/FR-2017-09-22/pdf/2017-20209.pdf,https://www.federalregister.gov/documents/2017/09/22/2017-20209/merchant-marine-personnel-advisory-committee,,www.govinfo.gov,Notice,NMC Policy Letter
2017-21232,"Safety Zone; Belt Parkway Bridge Construction, Gerritsen Inlet; Brooklyn, NY",2017-10-03,https://www.govinfo.gov/content/pkg/FR-2017-10-03/pdf/2017-21232.pdf,https://www.federalregister.gov/documents/2017/10/03/2017-21232/safety-zone-belt-parkway-bridge-construction-gerritsen-inlet-brooklyn-ny,,www.govinfo.gov,Rule,policy letter
2017-22333,Update to Alternative Planning Criteria National Guidelines,2017-10-16,https://www.govinfo.gov/content/pkg/FR-2017-10-16/pdf/2017-22333.pdf,https://www.federalregister.gov/documents/2017/10/16/2017-22333/update-to-alternative-planning-criteria-national-guidelines,,www.govinfo.gov,Rule,policy letter
2017-23218,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0040,2017-10-26,https://www.govinfo.gov/content/pkg/FR-2017-10-26/pdf/2017-23218.pdf,https://www.federalregister.gov/documents/2017/10/26/2017-23218/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0040,,www.govinfo.gov,Notice,Merchant Mariner Credential
2017-27297,"Safety Zone; Pacific Ocean, Kilauea Lava Flow Ocean Entry on Southeast Side of Island of Hawaii, HI",2017-12-20,https://www.govinfo.gov/content/pkg/FR-2017-12-20/pdf/2017-27297.pdf,https://www.federalregister.gov/documents/2017/12/20/2017-27297/safety-zone-pacific-ocean-kilauea-lava-flow-ocean-entry-on-southeast-side-of-island-of-hawaii-hi,,www.govinfo.gov,Proposed Rule,policy letter
2018-00781,Great Lakes Pilotage Rates-2018 Annual Review and Revisions to Methodology,2018-01-18,https://www.govinfo.gov/content/pkg/FR-2018-01-18/pdf/2018-00781.pdf,https://www.federalregister.gov/documents/2018/01/18/2018-00781/great-lakes-pilotage-rates-2018-annual-review-and-revisions-to-methodology,,www.govinfo.gov,Proposed Rule,policy letter
2018-01448,Collection of Information Under Review by Office of Management and Budget; OMB Control Number: 1625-0040,2018-01-26,https://www.govinfo.gov/content/pkg/FR-2018-01-26/pdf/2018-01448.pdf,https://www.federalregister.gov/documents/2018/01/26/2018-01448/collection-of-information-under-review-by-office-of-management-and-budget-omb-control-number,,www.govinfo.gov,Notice,Merchant Mariner Credential
2018-01745,"Regulated Navigation Area, Chicago Sanitary and Ship Canal, Romeoville, IL",2018-01-30,https://www.govinfo.gov/content/pkg/FR-2018-01-30/pdf/2018-01745.pdf,https://www.federalregister.gov/documents/2018/01/30/2018-01745/regulated-navigation-area-chicago-sanitary-and-ship-canal-romeoville-il,,www.govinfo.gov,Proposed Rule,policy letter
2018-03733,Harmonization of Fire Protection Equipment Standards for Towing Vessels,2018-02-26,https://www.govinfo.gov/content/pkg/FR-2018-02-26/pdf/2018-03733.pdf,https://www.federalregister.gov/documents/2018/02/26/2018-03733/harmonization-of-fire-protection-equipment-standards-for-towing-vessels,,www.govinfo.gov,Rule,policy letter
2018-04263,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0012,2018-03-02,https://www.govinfo.gov/content/pkg/FR-2018-03-02/pdf/2018-04263.pdf,https://www.federalregister.gov/documents/2018/03/02/2018-04263/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0012,,www.govinfo.gov,Notice,Merchant Mariner Credential
2018-05566,National Boating Safety Advisory Council; Vacancies,2018-03-20,https://www.govinfo.gov/content/pkg/FR-2018-03-20/pdf/2018-05566.pdf,https://www.federalregister.gov/documents/2018/03/20/2018-05566/national-boating-safety-advisory-council-vacancies,,www.govinfo.gov,Notice,policy letter
2018-06194,Great Lakes Pilotage Advisory Committee; Vacancies,2018-03-28,https://www.govinfo.gov/content/pkg/FR-2018-03-28/pdf/2018-06194.pdf,https://www.federalregister.gov/documents/2018/03/28/2018-06194/great-lakes-pilotage-advisory-committee-vacancies,,www.govinfo.gov,Notice,policy letter
2018-07085,Prince William Sound Regional Citizens' Advisory Council (PWSRCAC) Recertification,2018-04-06,https://www.govinfo.gov/content/pkg/FR-2018-04-06/pdf/2018-07085.pdf,https://www.federalregister.gov/documents/2018/04/06/2018-07085/prince-william-sound-regional-citizens-advisory-council-pwsrcac-recertification,,www.govinfo.gov,Notice,policy letter
2018-09664,Cook Inlet Regional Citizens' Advisory Council (CIRCAC) Recertification,2018-05-07,https://www.govinfo.gov/content/pkg/FR-2018-05-07/pdf/2018-09664.pdf,https://www.federalregister.gov/documents/2018/05/07/2018-09664/cook-inlet-regional-citizens-advisory-council-circac-recertification,,www.govinfo.gov,Notice,policy letter
2018-10049,"Safety Zone; Pacific Ocean, Kilauea Lava Flow Ocean Entry on Southeast Side of Island of Hawaii, HI",2018-05-11,https://www.govinfo.gov/content/pkg/FR-2018-05-11/pdf/2018-10049.pdf,https://www.federalregister.gov/documents/2018/05/11/2018-10049/safety-zone-pacific-ocean-kilauea-lava-flow-ocean-entry-on-southeast-side-of-island-of-hawaii-hi,,www.govinfo.gov,Rule,policy letter
2018-10618,Navigation Safety Advisory Council; Vacancies,2018-05-18,https://www.govinfo.gov/content/pkg/FR-2018-05-18/pdf/2018-10618.pdf,https://www.federalregister.gov/documents/2018/05/18/2018-10618/navigation-safety-advisory-council-vacancies,,www.govinfo.gov,Notice,policy letter
2018-10858,Collection of Information Under Review by Office of Management and Budget; OMB Control Number: 1625-0012,2018-05-22,https://www.govinfo.gov/content/pkg/FR-2018-05-22/pdf/2018-10858.pdf,https://www.federalregister.gov/documents/2018/05/22/2018-10858/collection-of-information-under-review-by-office-of-management-and-budget-omb-control-number,,www.govinfo.gov,Notice,Merchant Mariner Credential
2018-11969,Great Lakes Pilotage Rates-2018 Annual Review and Revisions to Methodology,2018-06-05,https://www.govinfo.gov/content/pkg/FR-2018-06-05/pdf/2018-11969.pdf,https://www.federalregister.gov/documents/2018/06/05/2018-11969/great-lakes-pilotage-rates-2018-annual-review-and-revisions-to-methodology,,www.govinfo.gov,Rule,policy letter
2018-12502,Amendments to the Marine Radar Observer Refresher Training Regulations,2018-06-11,https://www.govinfo.gov/content/pkg/FR-2018-06-11/pdf/2018-12502.pdf,https://www.federalregister.gov/documents/2018/06/11/2018-12502/amendments-to-the-marine-radar-observer-refresher-training-regulations,,www.govinfo.gov,Proposed Rule,CG-MMC Policy Letter
2018-12742,"Drawbridge Operation Regulations; Tchefuncta River, Madisonville, LA",2018-06-14,https://www.govinfo.gov/content/pkg/FR-2018-06-14/pdf/2018-12742.pdf,https://www.federalregister.gov/documents/2018/06/14/2018-12742/drawbridge-operation-regulations-tchefuncta-river-madisonville-la,,www.govinfo.gov,Proposed Rule,policy letter
2018-13465,Notice of Policy Implementing the 2016 Amendments to STCW in Support of the Polar Code,2018-06-22,https://www.govinfo.gov/content/pkg/FR-2018-06-22/pdf/2018-13465.pdf,https://www.federalregister.gov/documents/2018/06/22/2018-13465/notice-of-policy-implementing-the-2016-amendments-to-stcw-in-support-of-the-polar-code,,www.govinfo.gov,Notice,CG-MMC Policy Letter
2018-13345,TWIC-Reader Requirements; Delay of Effective Date,2018-06-22,https://www.govinfo.gov/content/pkg/FR-2018-06-22/pdf/2018-13345.pdf,https://www.federalregister.gov/documents/2018/06/22/2018-13345/twic-reader-requirements-delay-of-effective-date,,www.govinfo.gov,Proposed Rule,policy letter
2018-13441,"Regulated Navigation Area and Safety Zone, Harlem River and Hudson River, Manhattan, NY",2018-06-22,https://www.govinfo.gov/content/pkg/FR-2018-06-22/pdf/2018-13441.pdf,https://www.federalregister.gov/documents/2018/06/22/2018-13441/regulated-navigation-area-and-safety-zone-harlem-river-and-hudson-river-manhattan-ny,,www.govinfo.gov,Rule,policy letter
2018-15428,"Regulated Navigation Area, Chicago Sanitary and Ship Canal, Romeoville, IL",2018-07-19,https://www.govinfo.gov/content/pkg/FR-2018-07-19/pdf/2018-15428.pdf,https://www.federalregister.gov/documents/2018/07/19/2018-15428/regulated-navigation-area-chicago-sanitary-and-ship-canal-romeoville-il,,www.govinfo.gov,Rule,policy letter
2018-15711,"Regulated Navigation Area and Safety Zone, Harlem River and Hudson River, Manhattan, NY",2018-07-23,https://www.govinfo.gov/content/pkg/FR-2018-07-23/pdf/2018-15711.pdf,https://www.federalregister.gov/documents/2018/07/23/2018-15711/regulated-navigation-area-and-safety-zone-harlem-river-and-hudson-river-manhattan-ny,,www.govinfo.gov,Rule,policy letter
2018-16335,Great Lakes Pilotage Advisory Committee; Vacancy,2018-07-31,https://www.govinfo.gov/content/pkg/FR-2018-07-31/pdf/2018-16335.pdf,https://www.federalregister.gov/documents/2018/07/31/2018-16335/great-lakes-pilotage-advisory-committee-vacancy,,www.govinfo.gov,Notice,policy letter
2018-16948,Merchant Marine Personnel Advisory Committee,2018-08-08,https://www.govinfo.gov/content/pkg/FR-2018-08-08/pdf/2018-16948.pdf,https://www.federalregister.gov/documents/2018/08/08/2018-16948/merchant-marine-personnel-advisory-committee,,www.govinfo.gov,Notice,CG-MMC Policy Letter
2018-17799,Lifejacket Approval Harmonization,2018-08-17,https://www.govinfo.gov/content/pkg/FR-2018-08-17/pdf/2018-17799.pdf,https://www.federalregister.gov/documents/2018/08/17/2018-17799/lifejacket-approval-harmonization,,www.govinfo.gov,Notice,policy letter
2018-18234,Cook Inlet Regional Citizens' Advisory Council (CIRCAC) Recertification,2018-08-23,https://www.govinfo.gov/content/pkg/FR-2018-08-23/pdf/2018-18234.pdf,https://www.federalregister.gov/documents/2018/08/23/2018-18234/cook-inlet-regional-citizens-advisory-council-circac-recertification,,www.govinfo.gov,Notice,policy letter
2018-19412,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0018,2018-09-07,https://www.govinfo.gov/content/pkg/FR-2018-09-07/pdf/2018-19412.pdf,https://www.federalregister.gov/documents/2018/09/07/2018-19412/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0018,,www.govinfo.gov,Notice,Merchant Mariner Credential
2018-21868,"Safety Zone; Barters Island Bridge, Back River, Barters Island, ME",2018-10-09,https://www.govinfo.gov/content/pkg/FR-2018-10-09/pdf/2018-21868.pdf,https://www.federalregister.gov/documents/2018/10/09/2018-21868/safety-zone-barters-island-bridge-back-river-barters-island-me,,www.govinfo.gov,Proposed Rule,policy letter
2018-24127,Tankers-Automatic Pilot Systems,2018-11-05,https://www.govinfo.gov/content/pkg/FR-2018-11-05/pdf/2018-24127.pdf,https://www.federalregister.gov/documents/2018/11/05/2018-24127/tankers-automatic-pilot-systems,,www.govinfo.gov,Rule,policy letter
2018-24502,Draft Merchant Mariner Medical Manual,2018-11-13,https://www.govinfo.gov/content/pkg/FR-2018-11-13/pdf/2018-24502.pdf,https://www.federalregister.gov/documents/2018/11/13/2018-24502/draft-merchant-mariner-medical-manual,,www.govinfo.gov,Proposed Rule,Merchant Mariner Credential
2018-25149,Collection of Information Under Review by Office of Management and Budget; OMB Control Number: 1625-0018,2018-11-19,https://www.govinfo.gov/content/pkg/FR-2018-11-19/pdf/2018-25149.pdf,https://www.federalregister.gov/documents/2018/11/19/2018-25149/collection-of-information-under-review-by-office-of-management-and-budget-omb-control-number,,www.govinfo.gov,Notice,Merchant Mariner Credential
2018-26420,Merchant Marine Personnel Advisory Committee; Vacancies,2018-12-06,https://www.govinfo.gov/content/pkg/FR-2018-12-06/pdf/2018-26420.pdf,https://www.federalregister.gov/documents/2018/12/06/2018-26420/merchant-marine-personnel-advisory-committee-vacancies,,www.govinfo.gov,Notice,Merchant Mariner Credential
2018-26578,"Safety Zone; Barters Island Bridge, Back River, Barters Island, ME",2018-12-07,https://www.govinfo.gov/content/pkg/FR-2018-12-07/pdf/2018-26578.pdf,https://www.federalregister.gov/documents/2018/12/07/2018-26578/safety-zone-barters-island-bridge-back-river-barters-island-me,,www.govinfo.gov,Rule,policy letter
2019-04876,Prince William Sound Regional Citizens' Advisory Council Recertification,2019-03-15,https://www.govinfo.gov/content/pkg/FR-2019-03-15/pdf/2019-04876.pdf,https://www.federalregister.gov/documents/2019/03/15/2019-04876/prince-william-sound-regional-citizens-advisory-council-recertification,,www.govinfo.gov,Notice,policy letter
2019-06272,Seafarers' Access to Maritime Facilities,2019-04-01,https://www.govinfo.gov/content/pkg/FR-2019-04-01/pdf/2019-06272.pdf,https://www.federalregister.gov/documents/2019/04/01/2019-06272/seafarers-access-to-maritime-facilities,,www.govinfo.gov,Rule,Merchant Mariner Credential
2019-06468,Polar Icebreaker Program; Record of Decision for the Polar Security Cutter Environmental Impact Statement,2019-04-03,https://www.govinfo.gov/content/pkg/FR-2019-04-03/pdf/2019-06468.pdf,https://www.federalregister.gov/documents/2019/04/03/2019-06468/polar-icebreaker-program-record-of-decision-for-the-polar-security-cutter-environmental-impact,,www.govinfo.gov,Notice,policy letter
2019-09657,Great Lakes Pilotage Rates-2019 Annual Review and Revisions to Methodology,2019-05-10,https://www.govinfo.gov/content/pkg/FR-2019-05-10/pdf/2019-09657.pdf,https://www.federalregister.gov/documents/2019/05/10/2019-09657/great-lakes-pilotage-rates-2019-annual-review-and-revisions-to-methodology,,www.govinfo.gov,Rule,policy letter
2019-09699,Fire Protection for Recreational Vessels,2019-05-13,https://www.govinfo.gov/content/pkg/FR-2019-05-13/pdf/2019-09699.pdf,https://www.federalregister.gov/documents/2019/05/13/2019-09699/fire-protection-for-recreational-vessels,,www.govinfo.gov,Proposed Rule,policy letter
2019-11905,Amendments to the Marine Radar Observer Refresher Training Regulations,2019-06-07,https://www.govinfo.gov/content/pkg/FR-2019-06-07/pdf/2019-11905.pdf,https://www.federalregister.gov/documents/2019/06/07/2019-11905/amendments-to-the-marine-radar-observer-refresher-training-regulations,,www.govinfo.gov,Rule,NMC Policy Letter
2019-12561,"Navigation and Navigable Waters, and Shipping; Technical, Organizational, and Conforming Amendments",2019-06-28,https://www.govinfo.gov/content/pkg/FR-2019-06-28/pdf/2019-12561.pdf,https://www.federalregister.gov/documents/2019/06/28/2019-12561/navigation-and-navigable-waters-and-shipping-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Merchant Mariner Credential
2019-16305,Draft Policy Letter on the Coast Guard's Process To Accept Proposed Type-Approval Testing Protocols for Ballast Water Management Systems (BWMS) That Render Organisms in Ballast Water Nonviable,2019-07-31,https://www.govinfo.gov/content/pkg/FR-2019-07-31/pdf/2019-16305.pdf,https://www.federalregister.gov/documents/2019/07/31/2019-16305/draft-policy-letter-on-the-coast-guards-process-to-accept-proposed-type-approval-testing-protocols,,www.govinfo.gov,Notice,policy letter
2019-17457,Person in Charge of Fuel Transfers,2019-08-14,https://www.govinfo.gov/content/pkg/FR-2019-08-14/pdf/2019-17457.pdf,https://www.federalregister.gov/documents/2019/08/14/2019-17457/person-in-charge-of-fuel-transfers,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
2019-19151,Cook Inlet Regional Citizens' Advisory Council (CIRCAC) Recertification,2019-09-05,https://www.govinfo.gov/content/pkg/FR-2019-09-05/pdf/2019-19151.pdf,https://www.federalregister.gov/documents/2019/09/05/2019-19151/cook-inlet-regional-citizens-advisory-council-circac-recertification,,www.govinfo.gov,Notice,policy letter
2019-19370,COMDTINST M16721.48 Merchant Mariner Medical Manual,2019-09-09,https://www.govinfo.gov/content/pkg/FR-2019-09-09/pdf/2019-19370.pdf,https://www.federalregister.gov/documents/2019/09/09/2019-19370/comdtinst-m1672148-merchant-mariner-medical-manual,,www.govinfo.gov,Rule,NMC Policy Letter
2019-19754,Crediting Recent Sea Service of Personnel Serving on Vessels of the Uniformed Services,2019-09-17,https://www.govinfo.gov/content/pkg/FR-2019-09-17/pdf/2019-19754.pdf,https://www.federalregister.gov/documents/2019/09/17/2019-19754/crediting-recent-sea-service-of-personnel-serving-on-vessels-of-the-uniformed-services,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
2019-21775,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-NEW,2019-10-07,https://www.govinfo.gov/content/pkg/FR-2019-10-07/pdf/2019-21775.pdf,https://www.federalregister.gov/documents/2019/10/07/2019-21775/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-new,,www.govinfo.gov,Notice,Merchant Mariner Credential
2019-23510,Great Lakes Pilotage Rates-2020 Annual Review and Revisions to Methodology,2019-10-30,https://www.govinfo.gov/content/pkg/FR-2019-10-30/pdf/2019-23510.pdf,https://www.federalregister.gov/documents/2019/10/30/2019-23510/great-lakes-pilotage-rates-2020-annual-review-and-revisions-to-methodology,,www.govinfo.gov,Proposed Rule,policy letter
2019-24836,Lifejacket Approval Harmonization,2019-11-15,https://www.govinfo.gov/content/pkg/FR-2019-11-15/pdf/2019-24836.pdf,https://www.federalregister.gov/documents/2019/11/15/2019-24836/lifejacket-approval-harmonization,,www.govinfo.gov,Notice,policy letter
2019-26997,Collection of Information Under Review by Office of Management and Budget; OMB Control Number: 1625-NEW,2019-12-16,https://www.govinfo.gov/content/pkg/FR-2019-12-16/pdf/2019-26997.pdf,https://www.federalregister.gov/documents/2019/12/16/2019-26997/collection-of-information-under-review-by-office-of-management-and-budget-omb-control-number,,www.govinfo.gov,Notice,Merchant Mariner Credential
2019-27105,"Safety Zone; San Juan Harbor, San Juan, PR",2019-12-17,https://www.govinfo.gov/content/pkg/FR-2019-12-17/pdf/2019-27105.pdf,https://www.federalregister.gov/documents/2019/12/17/2019-27105/safety-zone-san-juan-harbor-san-juan-pr,,www.govinfo.gov,Proposed Rule,policy letter
2019-27772,Application for Recertification of Prince William Sound Regional Citizens' Advisory Council,2019-12-26,https://www.govinfo.gov/content/pkg/FR-2019-12-26/pdf/2019-27772.pdf,https://www.federalregister.gov/documents/2019/12/26/2019-27772/application-for-recertification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
2020-01522,Port Access Route Study: The Areas Offshore of Massachusetts and Rhode Island,2020-01-29,https://www.govinfo.gov/content/pkg/FR-2020-01-29/pdf/2020-01522.pdf,https://www.federalregister.gov/documents/2020/01/29/2020-01522/port-access-route-study-the-areas-offshore-of-massachusetts-and-rhode-island,,www.govinfo.gov,Notice,policy letter
2020-01767,"Drawbridge Operation Regulation; Fox River, Green Bay, WI",2020-02-06,https://www.govinfo.gov/content/pkg/FR-2020-02-06/pdf/2020-01767.pdf,https://www.federalregister.gov/documents/2020/02/06/2020-01767/drawbridge-operation-regulation-fox-river-green-bay-wi,,www.govinfo.gov,Rule,policy letter
2020-05652,Recertification of Prince William Sound Regional Citizens' Advisory Council,2020-03-18,https://www.govinfo.gov/content/pkg/FR-2020-03-18/pdf/2020-05652.pdf,https://www.federalregister.gov/documents/2020/03/18/2020-05652/recertification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
2020-05693,"Safety Zone; San Juan Harbor, San Juan, PR",2020-03-19,https://www.govinfo.gov/content/pkg/FR-2020-03-19/pdf/2020-05693.pdf,https://www.federalregister.gov/documents/2020/03/19/2020-05693/safety-zone-san-juan-harbor-san-juan-pr,,www.govinfo.gov,Rule,policy letter
2020-05823,Navigation and Vessel Inspection Circular (NVIC) 01-20; Guidelines for Addressing Cyber Risks at Maritime Transportation Security Act (MTSA) Regulated Facilities,2020-03-20,https://www.govinfo.gov/content/pkg/FR-2020-03-20/pdf/2020-05823.pdf,https://www.federalregister.gov/documents/2020/03/20/2020-05823/navigation-and-vessel-inspection-circular-nvic-01-20-guidelines-for-addressing-cyber-risks-at,,www.govinfo.gov,Notice,policy letter
2020-06968,Great Lakes Pilotage Rates-2020 Annual Review and Revisions to Methodology,2020-04-09,https://www.govinfo.gov/content/pkg/FR-2020-04-09/pdf/2020-06968.pdf,https://www.federalregister.gov/documents/2020/04/09/2020-06968/great-lakes-pilotage-rates-2020-annual-review-and-revisions-to-methodology,,www.govinfo.gov,Rule,policy letter
2020-11366,Person in Charge of Fuel Transfers,2020-05-27,https://www.govinfo.gov/content/pkg/FR-2020-05-27/pdf/2020-11366.pdf,https://www.federalregister.gov/documents/2020/05/27/2020-11366/person-in-charge-of-fuel-transfers,,www.govinfo.gov,Rule,NMC Policy Letter
2020-10100,"Anchorage Grounds; Lower Chesapeake Bay, Cape Charles, VA",2020-05-28,https://www.govinfo.gov/content/pkg/FR-2020-05-28/pdf/2020-10100.pdf,https://www.federalregister.gov/documents/2020/05/28/2020-10100/anchorage-grounds-lower-chesapeake-bay-cape-charles-va,,www.govinfo.gov,Rule,policy letter
2020-09853,"Drawbridge Operation Regulation; Tombigbee River, Near Jackson, Alabama",2020-06-02,https://www.govinfo.gov/content/pkg/FR-2020-06-02/pdf/2020-09853.pdf,https://www.federalregister.gov/documents/2020/06/02/2020-09853/drawbridge-operation-regulation-tombigbee-river-near-jackson-alabama,,www.govinfo.gov,Rule,policy letter
2020-12637,Application for Recertification of Cook Inlet Regional Citizens' Advisory Council,2020-06-11,https://www.govinfo.gov/content/pkg/FR-2020-06-11/pdf/2020-12637.pdf,https://www.federalregister.gov/documents/2020/06/11/2020-12637/application-for-recertification-of-cook-inlet-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
2020-19730,Recertification of Cook Inlet Regional Citizens' Advisory Council,2020-09-08,https://www.govinfo.gov/content/pkg/FR-2020-09-08/pdf/2020-19730.pdf,https://www.federalregister.gov/documents/2020/09/08/2020-19730/recertification-of-cook-inlet-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
2020-18298,Crediting Recent Sea Service of Personnel Serving on Vessels of the Uniformed Services,2020-09-16,https://www.govinfo.gov/content/pkg/FR-2020-09-16/pdf/2020-18298.pdf,https://www.federalregister.gov/documents/2020/09/16/2020-18298/crediting-recent-sea-service-of-personnel-serving-on-vessels-of-the-uniformed-services,,www.govinfo.gov,Rule,NMC Policy Letter
2020-21071,"Operational Risk Assessments for Waterfront Facilities Handling Liquefied Natural Gas as Fuel, and Updates to Industry Standards",2020-10-05,https://www.govinfo.gov/content/pkg/FR-2020-10-05/pdf/2020-21071.pdf,https://www.federalregister.gov/documents/2020/10/05/2020-21071/operational-risk-assessments-for-waterfront-facilities-handling-liquefied-natural-gas-as-fuel-and,,www.govinfo.gov,Proposed Rule,CG-OES Policy Letter
2020-21032,Survival Craft Equipment-Update to Type Approval Requirements,2020-10-05,https://www.govinfo.gov/content/pkg/FR-2020-10-05/pdf/2020-21032.pdf,https://www.federalregister.gov/documents/2020/10/05/2020-21032/survival-craft-equipment-update-to-type-approval-requirements,,www.govinfo.gov,Proposed Rule,policy letter
2020-23204,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0040,2020-10-20,https://www.govinfo.gov/content/pkg/FR-2020-10-20/pdf/2020-23204.pdf,https://www.federalregister.gov/documents/2020/10/20/2020-23204/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0040,,www.govinfo.gov,Notice,Merchant Mariner Credential
2020-23855,Commercial Diving Operations-Equivalent Levels of Safety Policy Letter,2020-10-28,https://www.govinfo.gov/content/pkg/FR-2020-10-28/pdf/2020-23855.pdf,https://www.federalregister.gov/documents/2020/10/28/2020-23855/commercial-diving-operations-equivalent-levels-of-safety-policy-letter,,www.govinfo.gov,Notice,CG-OES Policy Letter
2020-25452,Offshore Patrol Cutter Acquisition Program; Preparation of a Programmatic Environmental Impact Statement/Overseas Environmental Impact Statement,2020-11-18,https://www.govinfo.gov/content/pkg/FR-2020-11-18/pdf/2020-25452.pdf,https://www.federalregister.gov/documents/2020/11/18/2020-25452/offshore-patrol-cutter-acquisition-program-preparation-of-a-programmatic-environmental-impact,,www.govinfo.gov,Notice,policy letter
2020-25192,Electronic Submission of Facility Operations and Emergency Manuals,2020-11-27,https://www.govinfo.gov/content/pkg/FR-2020-11-27/pdf/2020-25192.pdf,https://www.federalregister.gov/documents/2020/11/27/2020-25192/electronic-submission-of-facility-operations-and-emergency-manuals,,www.govinfo.gov,Proposed Rule,policy letter
2021-00372,Guidance for Voluntarily Obtaining Merchant Mariner Credential Endorsements for Basic and Advanced Operations on Vessels Subject to the International Code of Safety for Ships Using Gases or Low Flashpoint Fuels,2021-01-12,https://www.govinfo.gov/content/pkg/FR-2021-01-12/pdf/2021-00372.pdf,https://www.federalregister.gov/documents/2021/01/12/2021-00372/guidance-for-voluntarily-obtaining-merchant-mariner-credential-endorsements-for-basic-and-advanced,,www.govinfo.gov,Notice,NMC Policy Letter
2021-00383,National Merchant Marine Personnel Advisory Committee; Vacancy,2021-01-12,https://www.govinfo.gov/content/pkg/FR-2021-01-12/pdf/2021-00383.pdf,https://www.federalregister.gov/documents/2021/01/12/2021-00383/national-merchant-marine-personnel-advisory-committee-vacancy,,www.govinfo.gov,Notice,Merchant Mariner Credential
2021-00428,Collection of Information Under Review by Office of Management and Budget; OMB Control Number 1625-0040,2021-01-12,https://www.govinfo.gov/content/pkg/FR-2021-01-12/pdf/2021-00428.pdf,https://www.federalregister.gov/documents/2021/01/12/2021-00428/collection-of-information-under-review-by-office-of-management-and-budget-omb-control-number,,www.govinfo.gov,Notice,Merchant Mariner Credential
2021-01058,Safety Management Systems for Domestic Passenger Vessels,2021-01-15,https://www.govinfo.gov/content/pkg/FR-2021-01-15/pdf/2021-01058.pdf,https://www.federalregister.gov/documents/2021/01/15/2021-01058/safety-management-systems-for-domestic-passenger-vessels,,www.govinfo.gov,Proposed Rule,CG-OES Policy Letter
2021-00526,Certificate of Documentation-5 Year Renewal Fees,2021-01-19,https://www.govinfo.gov/content/pkg/FR-2021-01-19/pdf/2021-00526.pdf,https://www.federalregister.gov/documents/2021/01/19/2021-00526/certificate-of-documentation-5-year-renewal-fees,,www.govinfo.gov,Rule,policy letter
2021-05283,Recertification of Prince William Sound Regional Citizens' Advisory Council,2021-03-15,https://www.govinfo.gov/content/pkg/FR-2021-03-15/pdf/2021-05283.pdf,https://www.federalregister.gov/documents/2021/03/15/2021-05283/recertification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
2021-05844,Great Lakes Pilotage Advisory Committee; Vacancies,2021-03-22,https://www.govinfo.gov/content/pkg/FR-2021-03-22/pdf/2021-05844.pdf,https://www.federalregister.gov/documents/2021/03/22/2021-05844/great-lakes-pilotage-advisory-committee-vacancies,,www.govinfo.gov,Notice,policy letter
2021-07440,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0018,2021-04-12,https://www.govinfo.gov/content/pkg/FR-2021-04-12/pdf/2021-07440.pdf,https://www.federalregister.gov/documents/2021/04/12/2021-07440/information-collection-request-to-office-of-management-and-budget-omb-control-number-1625-0018,,www.govinfo.gov,Notice,Merchant Mariner Credential
