fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
01-26815,Towing Safety Advisory Committee,2001-10-24,https://www.govinfo.gov/content/pkg/FR-2001-10-24/pdf/01-26815.pdf,https://www.federalregister.gov/documents/2001/10/24/01-26815/towing-safety-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
01-27256,Pollution Prevention for Oceangoing Ships and Certain Vessels in Domestic Service,2001-11-02,https://www.govinfo.gov/content/pkg/FR-2001-11-02/pdf/01-27256.pdf,https://www.federalregister.gov/documents/2001/11/02/01-27256/pollution-prevention-for-oceangoing-ships-and-certain-vessels-in-domestic-service,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
01-28162,Implementation of the National Invasive Species Act of 1996 (NISA),2001-11-21,https://www.govinfo.gov/content/pkg/FR-2001-11-21/pdf/01-28162.pdf,https://www.federalregister.gov/documents/2001/11/21/01-28162/implementation-of-the-national-invasive-species-act-of-1996-nisa,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
02-544,Towing Safety Advisory Committee,2002-01-09,https://www.govinfo.gov/content/pkg/FR-2002-01-09/pdf/02-544.pdf,https://www.federalregister.gov/documents/2002/01/09/02-544/towing-safety-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
02-1371,"Port Access Routes Study; Along the Sea Coast and in the Approaches to the Cape Fear River and Beaufort Inlet, NC",2002-01-18,https://www.govinfo.gov/content/pkg/FR-2002-01-18/pdf/02-1371.pdf,https://www.federalregister.gov/documents/2002/01/18/02-1371/port-access-routes-study-along-the-sea-coast-and-in-the-approaches-to-the-cape-fear-river-and,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
02-7235,Raising the Threshold of Property Damage for Reports of Accidents Involving Recreational Vessels,2002-03-27,https://www.govinfo.gov/content/pkg/FR-2002-03-27/pdf/02-7235.pdf,https://www.federalregister.gov/documents/2002/03/27/02-7235/raising-the-threshold-of-property-damage-for-reports-of-accidents-involving-recreational-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
02-11060,Safety of Uninspected Passenger Vessels Under the Passenger Vessel Safety Act of 1993 (PVSA),2002-05-15,https://www.govinfo.gov/content/pkg/FR-2002-05-15/pdf/02-11060.pdf,https://www.federalregister.gov/documents/2002/05/15/02-11060/safety-of-uninspected-passenger-vessels-under-the-passenger-vessel-safety-act-of-1993-pvsa,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
02-12799,Deepwater Ports,2002-05-30,https://www.govinfo.gov/content/pkg/FR-2002-05-30/pdf/02-12799.pdf,https://www.federalregister.gov/documents/2002/05/30/02-12799/deepwater-ports,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
02-16753,"Security Zones; San Francisco Bay, San Francisco, CA and Oakland, CA",2002-07-03,https://www.govinfo.gov/content/pkg/FR-2002-07-03/pdf/02-16753.pdf,https://www.federalregister.gov/documents/2002/07/03/02-16753/security-zones-san-francisco-bay-san-francisco-ca-and-oakland-ca,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
02-18914,"Port Access Routes Study; In the Approaches to Chesapeake Bay, VA",2002-07-26,https://www.govinfo.gov/content/pkg/FR-2002-07-26/pdf/02-18914.pdf,https://www.federalregister.gov/documents/2002/07/26/02-18914/port-access-routes-study-in-the-approaches-to-chesapeake-bay-va,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
02-19845,Guidelines for Assessing Merchant Mariners Through Demonstrations of Proficiency as Mate (Pilot) of Towing Vessels,2002-08-06,https://www.govinfo.gov/content/pkg/FR-2002-08-06/pdf/02-19845.pdf,https://www.federalregister.gov/documents/2002/08/06/02-19845/guidelines-for-assessing-merchant-mariners-through-demonstrations-of-proficiency-as-mate-pilot-of,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
02-32845,Maritime Security,2002-12-30,https://www.govinfo.gov/content/pkg/FR-2002-12-30/pdf/02-32845.pdf,https://www.federalregister.gov/documents/2002/12/30/02-32845/maritime-security,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
03-344,Maritime Security,2003-01-08,https://www.govinfo.gov/content/pkg/FR-2003-01-08/pdf/03-344.pdf,https://www.federalregister.gov/documents/2003/01/08/03-344/maritime-security,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
03-10421,Fire-Suppression Systems and Voyage Planning for Towing Vessels,2003-04-29,https://www.govinfo.gov/content/pkg/FR-2003-04-29/pdf/03-10421.pdf,https://www.federalregister.gov/documents/2003/04/29/03-10421/fire-suppression-systems-and-voyage-planning-for-towing-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-15225,Licensing and Manning for Officers of Towing Vessels,2003-06-17,https://www.govinfo.gov/content/pkg/FR-2003-06-17/pdf/03-15225.pdf,https://www.federalregister.gov/documents/2003/06/17/03-15225/licensing-and-manning-for-officers-of-towing-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-15742,"Navigation and Navigable Waters-Technical, Organizational, and Conforming Amendments",2003-06-25,https://www.govinfo.gov/content/pkg/FR-2003-06-25/pdf/03-15742.pdf,https://www.federalregister.gov/documents/2003/06/25/03-15742/navigation-and-navigable-waters-technical-organizational-and-conforming-amendments,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-16186,Implementation of National Maritime Security Initiatives,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16186.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16186/implementation-of-national-maritime-security-initiatives,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-16187,Area Maritime Security,2003-07-01,https://www.govinfo.gov/content/pkg/FR-2003-07-01/pdf/03-16187.pdf,https://www.federalregister.gov/documents/2003/07/01/03-16187/area-maritime-security,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-20651,Towing Safety Advisory Committee,2003-08-13,https://www.govinfo.gov/content/pkg/FR-2003-08-13/pdf/03-20651.pdf,https://www.federalregister.gov/documents/2003/08/13/03-20651/towing-safety-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
03-26345,Implementation of National Maritime Security Initiatives,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26345.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26345/implementation-of-national-maritime-security-initiatives,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-26346,Area Maritime Security,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26346.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26346/area-maritime-security,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-26347,Vessel Security,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26347.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26347/vessel-security,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
03-26350,Automatic Identification System; Vessel Carriage Requirement,2003-10-22,https://www.govinfo.gov/content/pkg/FR-2003-10-22/pdf/03-26350.pdf,https://www.federalregister.gov/documents/2003/10/22/03-26350/automatic-identification-system-vessel-carriage-requirement,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
04-337,Approval for Experimental Shipboard Installations of Ballast Water Treatment Systems,2004-01-07,https://www.govinfo.gov/content/pkg/FR-2004-01-07/pdf/04-337.pdf,https://www.federalregister.gov/documents/2004/01/07/04-337/approval-for-experimental-shipboard-installations-of-ballast-water-treatment-systems,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
04-338,Shipboard Technology Evaluation Program,2004-01-07,https://www.govinfo.gov/content/pkg/FR-2004-01-07/pdf/04-338.pdf,https://www.federalregister.gov/documents/2004/01/07/04-338/shipboard-technology-evaluation-program,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
04-3597,Towing Safety Advisory Committee,2004-02-19,https://www.govinfo.gov/content/pkg/FR-2004-02-19/pdf/04-3597.pdf,https://www.federalregister.gov/documents/2004/02/19/04-3597/towing-safety-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
04-13173,Penalties for Non-Submission of Ballast Water Management Reports,2004-06-14,https://www.govinfo.gov/content/pkg/FR-2004-06-14/pdf/04-13173.pdf,https://www.federalregister.gov/documents/2004/06/14/04-13173/penalties-for-non-submission-of-ballast-water-management-reports,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
04-13600,Fire-Suppression Systems and Voyage Planning for Towing Vessels,2004-06-18,https://www.govinfo.gov/content/pkg/FR-2004-06-18/pdf/04-13600.pdf,https://www.federalregister.gov/documents/2004/06/18/04-13600/fire-suppression-systems-and-voyage-planning-for-towing-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
04-13975,Coast Guard Inspection and Certification of Permanently Moored Vessels,2004-06-21,https://www.govinfo.gov/content/pkg/FR-2004-06-21/pdf/04-13975.pdf,https://www.federalregister.gov/documents/2004/06/21/04-13975/coast-guard-inspection-and-certification-of-permanently-moored-vessels,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
04-14368,Review and Update of Standards for Marine Equipment,2004-06-30,https://www.govinfo.gov/content/pkg/FR-2004-06-30/pdf/04-14368.pdf,https://www.federalregister.gov/documents/2004/06/30/04-14368/review-and-update-of-standards-for-marine-equipment,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
04-17096,Mandatory Ballast Water Management Program for U.S. Waters,2004-07-28,https://www.govinfo.gov/content/pkg/FR-2004-07-28/pdf/04-17096.pdf,https://www.federalregister.gov/documents/2004/07/28/04-17096/mandatory-ballast-water-management-program-for-us-waters,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
04-17742,"Alternate Hull Examinations Program for Certain Passenger Vessels, and Underwater Surveys for Nautical School, Offshore Supply, Passenger and Sailing School Vessels",2004-08-05,https://www.govinfo.gov/content/pkg/FR-2004-08-05/pdf/04-17742.pdf,https://www.federalregister.gov/documents/2004/08/05/04-17742/alternate-hull-examinations-program-for-certain-passenger-vessels-and-underwater-surveys-for,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
