fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
96-213,Small Passenger Vessel Inspection and Certification,1996-01-10,https://www.govinfo.gov/content/pkg/FR-1996-01-10/pdf/96-213.pdf,https://www.federalregister.gov/documents/1996/01/10/96-213/small-passenger-vessel-inspection-and-certification,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-118,Vessel Response Plans,1996-01-12,https://www.govinfo.gov/content/pkg/FR-1996-01-12/pdf/96-118.pdf,https://www.federalregister.gov/documents/1996/01/12/96-118/vessel-response-plans,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-1758,Oil Spill Removal Organization Classification Guidelines,1996-01-30,https://www.govinfo.gov/content/pkg/FR-1996-01-30/pdf/96-1758.pdf,https://www.federalregister.gov/documents/1996/01/30/96-1758/oil-spill-removal-organization-classification-guidelines,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
96-2149,Electrical Engineering Requirements for Merchant Vessels,1996-02-02,https://www.govinfo.gov/content/pkg/FR-1996-02-02/pdf/96-2149.pdf,https://www.federalregister.gov/documents/1996/02/02/96-2149/electrical-engineering-requirements-for-merchant-vessels,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
96-4274,Response Plans for Marine Transportation-Related Facilities,1996-02-29,https://www.govinfo.gov/content/pkg/FR-1996-02-29/pdf/96-4274.pdf,https://www.federalregister.gov/documents/1996/02/29/96-4274/response-plans-for-marine-transportation-related-facilities,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-7019,"Implementation of the 1995 Amendments to the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, 1978 (STCW)",1996-03-26,https://www.govinfo.gov/content/pkg/FR-1996-03-26/pdf/96-7019.pdf,https://www.federalregister.gov/documents/1996/03/26/96-7019/implementation-of-the-1995-amendments-to-the-international-convention-on-standards-of-training,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
96-9446,Discussion of the Coast Guard's Course Approval Process,1996-04-17,https://www.govinfo.gov/content/pkg/FR-1996-04-17/pdf/96-9446.pdf,https://www.federalregister.gov/documents/1996/04/17/96-9446/discussion-of-the-coast-guards-course-approval-process,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
96-11777,Lifesaving Equipment,1996-05-20,https://www.govinfo.gov/content/pkg/FR-1996-05-20/pdf/96-11777.pdf,https://www.federalregister.gov/documents/1996/05/20/96-11777/lifesaving-equipment,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-13416,Electrical Engineering Requirements for Merchant Vessels,1996-06-04,https://www.govinfo.gov/content/pkg/FR-1996-06-04/pdf/96-13416.pdf,https://www.federalregister.gov/documents/1996/06/04/96-13416/electrical-engineering-requirements-for-merchant-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-17302,"Port Access Routes; Approaches to the Cape Fear River and Beaufort Inlet, North Carolina",1996-07-08,https://www.govinfo.gov/content/pkg/FR-1996-07-08/pdf/96-17302.pdf,https://www.federalregister.gov/documents/1996/07/08/96-17302/port-access-routes-approaches-to-the-cape-fear-river-and-beaufort-inlet-north-carolina,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
96-19236,Operational Measures To Reduce Oil Spills From Existing Tank Vessels Without Double Hulls,1996-07-30,https://www.govinfo.gov/content/pkg/FR-1996-07-30/pdf/96-19236.pdf,https://www.federalregister.gov/documents/1996/07/30/96-19236/operational-measures-to-reduce-oil-spills-from-existing-tank-vessels-without-double-hulls,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-21089,Commercial Fishing Industry Vessel Advisory Committee,1996-08-19,https://www.govinfo.gov/content/pkg/FR-1996-08-19/pdf/96-21089.pdf,https://www.federalregister.gov/documents/1996/08/19/96-21089/commercial-fishing-industry-vessel-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
96-24834,Technical Amendments; Organizational Changes; Miscellaneous Editorial Changes and Conforming Amendments,1996-09-27,https://www.govinfo.gov/content/pkg/FR-1996-09-27/pdf/96-24834.pdf,https://www.federalregister.gov/documents/1996/09/27/96-24834/technical-amendments-organizational-changes-miscellaneous-editorial-changes-and-conforming,,www.govinfo.gov,Rule,NVIC
96-27486,Port Access Routes off the Coast of California,1996-10-25,https://www.govinfo.gov/content/pkg/FR-1996-10-25/pdf/96-27486.pdf,https://www.federalregister.gov/documents/1996/10/25/96-27486/port-access-routes-off-the-coast-of-california,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
96-27733,Privacy Act of 1974: Annual Publication of Systems of Records,1996-10-31,https://www.govinfo.gov/content/pkg/FR-1996-10-31/pdf/96-27733.pdf,https://www.federalregister.gov/documents/1996/10/31/96-27733/privacy-act-of-1974-annual-publication-of-systems-of-records,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
96-28406,Commercial Fishing Industry Vessel Regulations,1996-11-05,https://www.govinfo.gov/content/pkg/FR-1996-11-05/pdf/96-28406.pdf,https://www.federalregister.gov/documents/1996/11/05/96-28406/commercial-fishing-industry-vessel-regulations,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-28407,Harmonization With International Safety Standards,1996-11-19,https://www.govinfo.gov/content/pkg/FR-1996-11-19/pdf/96-28407.pdf,https://www.federalregister.gov/documents/1996/11/19/96-28407/harmonization-with-international-safety-standards,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
96-30489,Operational Measures To Reduce Oil Spills From Existing Tank Vessels Without Double Hulls; Partial Suspension of Regulation,1996-11-27,https://www.govinfo.gov/content/pkg/FR-1996-11-27/pdf/96-30489.pdf,https://www.federalregister.gov/documents/1996/11/27/96-30489/operational-measures-to-reduce-oil-spills-from-existing-tank-vessels-without-double-hulls-partial,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
96-32801,Alternative Compliance via Recognized Classification Society and U.S. Supplement to Rules,1996-12-27,https://www.govinfo.gov/content/pkg/FR-1996-12-27/pdf/96-32801.pdf,https://www.federalregister.gov/documents/1996/12/27/96-32801/alternative-compliance-via-recognized-classification-society-and-us-supplement-to-rules,,www.govinfo.gov,Rule,NVIC
97-2634,Chemical Transportation Advisory Committee; Meeting,1997-02-04,https://www.govinfo.gov/content/pkg/FR-1997-02-04/pdf/97-2634.pdf,https://www.federalregister.gov/documents/1997/02/04/97-2634/chemical-transportation-advisory-committee-meeting,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
97-11189,International Management Code for the Safe Operation of Ships and for Pollution Prevention (International Safety Management (ISM) Code),1997-05-01,https://www.govinfo.gov/content/pkg/FR-1997-05-01/pdf/97-11189.pdf,https://www.federalregister.gov/documents/1997/05/01/97-11189/international-management-code-for-the-safe-operation-of-ships-and-for-pollution-prevention,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
97-11210,"Puget Sound and Adjacent Waters, WA-regulated Navigation Area",1997-05-01,https://www.govinfo.gov/content/pkg/FR-1997-05-01/pdf/97-11210.pdf,https://www.federalregister.gov/documents/1997/05/01/97-11210/puget-sound-and-adjacent-waters-wa-regulated-navigation-area,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-11230,Electrical Engineering Requirements for Merchant Vessels,1997-05-01,https://www.govinfo.gov/content/pkg/FR-1997-05-01/pdf/97-11230.pdf,https://www.federalregister.gov/documents/1997/05/01/97-11230/electrical-engineering-requirements-for-merchant-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-11897,Inflatable Liferafts,1997-05-09,https://www.govinfo.gov/content/pkg/FR-1997-05-09/pdf/97-11897.pdf,https://www.federalregister.gov/documents/1997/05/09/97-11897/inflatable-liferafts,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-16109,"Implementation of the 1995 Amendments to the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, 1978 (STCW)",1997-06-26,https://www.govinfo.gov/content/pkg/FR-1997-06-26/pdf/97-16109.pdf,https://www.federalregister.gov/documents/1997/06/26/97-16109/implementation-of-the-1995-amendments-to-the-international-convention-on-standards-of-training,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-18664,Notice and Request for Comments Regarding Small Business Regulatory Enforcement Fair Act of 1996 Implementation,1997-07-16,https://www.govinfo.gov/content/pkg/FR-1997-07-16/pdf/97-18664.pdf,https://www.federalregister.gov/documents/1997/07/16/97-18664/notice-and-request-for-comments-regarding-small-business-regulatory-enforcement-fair-act-of-1996,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
97-22136,"Port Access Routes; Approaches to the Mississippi River via Southwest Pass, South Pass, Tiger Pass Including the Mississippi River Gulf Outlet",1997-08-21,https://www.govinfo.gov/content/pkg/FR-1997-08-21/pdf/97-22136.pdf,https://www.federalregister.gov/documents/1997/08/21/97-22136/port-access-routes-approaches-to-the-mississippi-river-via-southwest-pass-south-pass-tiger-pass,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
97-23444,Commercial Fishing Industry Vessel Regulations,1997-09-04,https://www.govinfo.gov/content/pkg/FR-1997-09-04/pdf/97-23444.pdf,https://www.federalregister.gov/documents/1997/09/04/97-23444/commercial-fishing-industry-vessel-regulations,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-24572,Offshore Supply Vessels,1997-09-19,https://www.govinfo.gov/content/pkg/FR-1997-09-19/pdf/97-24572.pdf,https://www.federalregister.gov/documents/1997/09/19/97-24572/offshore-supply-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-25599,Small Passenger Vessel Inspection and Certification,1997-09-30,https://www.govinfo.gov/content/pkg/FR-1997-09-30/pdf/97-25599.pdf,https://www.federalregister.gov/documents/1997/09/30/97-25599/small-passenger-vessel-inspection-and-certification,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-26304,Towing Vessel Safety,1997-10-06,https://www.govinfo.gov/content/pkg/FR-1997-10-06/pdf/97-26304.pdf,https://www.federalregister.gov/documents/1997/10/06/97-26304/towing-vessel-safety,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
97-33477,Alternate Compliance via Recognized Classification Society and U.S. Supplement to Rules,1997-12-24,https://www.govinfo.gov/content/pkg/FR-1997-12-24/pdf/97-33477.pdf,https://www.federalregister.gov/documents/1997/12/24/97-33477/alternate-compliance-via-recognized-classification-society-and-us-supplement-to-rules,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-33528,International Management Code for the Safe Operation of Ships and for Pollution Prevention (International Safety Management (ISM) Code),1997-12-24,https://www.govinfo.gov/content/pkg/FR-1997-12-24/pdf/97-33528.pdf,https://www.federalregister.gov/documents/1997/12/24/97-33528/international-management-code-for-the-safe-operation-of-ships-and-for-pollution-prevention,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
97-34090,Cargo Securing Manual Requirements,1997-12-31,https://www.govinfo.gov/content/pkg/FR-1997-12-31/pdf/97-34090.pdf,https://www.federalregister.gov/documents/1997/12/31/97-34090/cargo-securing-manual-requirements,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
98-3188,Port Access Routes; Prince William Sound via Cape Hinchinbrook Entrance and Passages Within the Sound Between Port Valdez and Cape Hinchinbrook,1998-02-09,https://www.govinfo.gov/content/pkg/FR-1998-02-09/pdf/98-3188.pdf,https://www.federalregister.gov/documents/1998/02/09/98-3188/port-access-routes-prince-william-sound-via-cape-hinchinbrook-entrance-and-passages-within-the-sound,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
98-3628,Critical Ship Safety Systems Table and Components of a Supplement Under the Alternate Compliance Program,1998-02-13,https://www.govinfo.gov/content/pkg/FR-1998-02-13/pdf/98-3628.pdf,https://www.federalregister.gov/documents/1998/02/13/98-3628/critical-ship-safety-systems-table-and-components-of-a-supplement-under-the-alternate-compliance,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
98-4833,Commercial Fishing Industry Vessel Advisory Committee,1998-02-25,https://www.govinfo.gov/content/pkg/FR-1998-02-25/pdf/98-4833.pdf,https://www.federalregister.gov/documents/1998/02/25/98-4833/commercial-fishing-industry-vessel-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
98-4825,Emergency Response Plans for Passenger Vessels,1998-02-26,https://www.govinfo.gov/content/pkg/FR-1998-02-26/pdf/98-4825.pdf,https://www.federalregister.gov/documents/1998/02/26/98-4825/emergency-response-plans-for-passenger-vessels,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
98-5106,"Safety Zone: Mission Bay, San Diego, CA; Oceanside Harbor, Oceanside, CA",1998-02-27,https://www.govinfo.gov/content/pkg/FR-1998-02-27/pdf/98-5106.pdf,https://www.federalregister.gov/documents/1998/02/27/98-5106/safety-zone-mission-bay-san-diego-ca-oceanside-harbor-oceanside-ca,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
98-5447,Coast Guard Acceptance of Resiliently Seated Valves,1998-03-04,https://www.govinfo.gov/content/pkg/FR-1998-03-04/pdf/98-5447.pdf,https://www.federalregister.gov/documents/1998/03/04/98-5447/coast-guard-acceptance-of-resiliently-seated-valves,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
98-11650,"Safety Zone; Colorado River, Laughlin, NV",1998-05-01,https://www.govinfo.gov/content/pkg/FR-1998-05-01/pdf/98-11650.pdf,https://www.federalregister.gov/documents/1998/05/01/98-11650/safety-zone-colorado-river-laughlin-nv,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
98-22005,Advance Notice of Arrival: Vessels Bound for Ports and Places in the United States.,1998-08-17,https://www.govinfo.gov/content/pkg/FR-1998-08-17/pdf/98-22005.pdf,https://www.federalregister.gov/documents/1998/08/17/98-22005/advance-notice-of-arrival-vessels-bound-for-ports-and-places-in-the-united-states,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
98-25929,Lifesaving Equipment,1998-10-01,https://www.govinfo.gov/content/pkg/FR-1998-10-01/pdf/98-25929.pdf,https://www.federalregister.gov/documents/1998/10/01/98-25929/lifesaving-equipment,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
98-32223,Vessel and Port Control Measures to Address Year 2000 (Y2K)- Related Problems,1998-12-04,https://www.govinfo.gov/content/pkg/FR-1998-12-04/pdf/98-32223.pdf,https://www.federalregister.gov/documents/1998/12/04/98-32223/vessel-and-port-control-measures-to-address-year-2000-y2k--related-problems,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
98-34414,Regulated Navigation Area: Navigable Waters Within the First Coast Guard District,1998-12-30,https://www.govinfo.gov/content/pkg/FR-1998-12-30/pdf/98-34414.pdf,https://www.federalregister.gov/documents/1998/12/30/98-34414/regulated-navigation-area-navigable-waters-within-the-first-coast-guard-district,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
98-34415,Emergency Control Measures for Tank Barges,1998-12-30,https://www.govinfo.gov/content/pkg/FR-1998-12-30/pdf/98-34415.pdf,https://www.federalregister.gov/documents/1998/12/30/98-34415/emergency-control-measures-for-tank-barges,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
99-535,Cargo Securing on Vessels Operating in U.S. Waters,1999-01-11,https://www.govinfo.gov/content/pkg/FR-1999-01-11/pdf/99-535.pdf,https://www.federalregister.gov/documents/1999/01/11/99-535/cargo-securing-on-vessels-operating-in-us-waters,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
99-1200,Port Access Routes Study; Strait of Juan de Fuca and Adjacent Waters,1999-01-20,https://www.govinfo.gov/content/pkg/FR-1999-01-20/pdf/99-1200.pdf,https://www.federalregister.gov/documents/1999/01/20/99-1200/port-access-routes-study-strait-of-juan-de-fuca-and-adjacent-waters,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
99-8024,Safety of Uninspected Passenger Vessels Under the Passenger Vessel Safety Act of 1993 (PVSA),1999-04-01,https://www.govinfo.gov/content/pkg/FR-1999-04-01/pdf/99-8024.pdf,https://www.federalregister.gov/documents/1999/04/01/99-8024/safety-of-uninspected-passenger-vessels-under-the-passenger-vessel-safety-act-of-1993-pvsa,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
99-9899,Oil Pollution Act of 1990 (OPA 90) Phase-Out Requirements for Single Hull Tank Vessels,1999-04-21,https://www.govinfo.gov/content/pkg/FR-1999-04-21/pdf/99-9899.pdf,https://www.federalregister.gov/documents/1999/04/21/99-9899/oil-pollution-act-of-1990-opa-90-phase-out-requirements-for-single-hull-tank-vessels,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
99-10113,"Study of the Implementation and Enforcement of Safety Management System (SMS) regulations, complying with the International Safety Management (ISM) Code",1999-04-22,https://www.govinfo.gov/content/pkg/FR-1999-04-22/pdf/99-10113.pdf,https://www.federalregister.gov/documents/1999/04/22/99-10113/study-of-the-implementation-and-enforcement-of-safety-management-system-sms-regulations-complying,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
99-10951,"Safety Zone, Detroit River",1999-05-03,https://www.govinfo.gov/content/pkg/FR-1999-05-03/pdf/99-10951.pdf,https://www.federalregister.gov/documents/1999/05/03/99-10951/safety-zone-detroit-river,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
99-15139,"Traffic Separation Schemes: Off San Francisco, in the Santa Barbara Channel, in the Approaches to Los Angeles-Long Beach, California",1999-06-17,https://www.govinfo.gov/content/pkg/FR-1999-06-17/pdf/99-15139.pdf,https://www.federalregister.gov/documents/1999/06/17/99-15139/traffic-separation-schemes-off-san-francisco-in-the-santa-barbara-channel-in-the-approaches-to-los,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
99-15985,Year 2000 (Y2K) Reporting Requirements for Vessels and Marine Facilities,1999-06-23,https://www.govinfo.gov/content/pkg/FR-1999-06-23/pdf/99-15985.pdf,https://www.federalregister.gov/documents/1999/06/23/99-15985/year-2000-y2k-reporting-requirements-for-vessels-and-marine-facilities,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
99-17906,"Anchorage Regulation; Los Angeles-Long Beach Harbors, CA",1999-07-15,https://www.govinfo.gov/content/pkg/FR-1999-07-15/pdf/99-17906.pdf,https://www.federalregister.gov/documents/1999/07/15/99-17906/anchorage-regulation-los-angeles-long-beach-harbors-ca,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
99-19762,Year 2000 (Y2K) Reporting Requirements for Vessels and Marine Facilities; Enforcement Date Change,1999-08-02,https://www.govinfo.gov/content/pkg/FR-1999-08-02/pdf/99-19762.pdf,https://www.federalregister.gov/documents/1999/08/02/99-19762/year-2000-y2k-reporting-requirements-for-vessels-and-marine-facilities-enforcement-date-change,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
99-29024,"Frequency of Inspection, Alternate Hull Examination Program for Certain Passenger Vessels, and Underwater Surveys for Passenger, Nautical School, and Sailing School Vessels",1999-11-15,https://www.govinfo.gov/content/pkg/FR-1999-11-15/pdf/99-29024.pdf,https://www.federalregister.gov/documents/1999/11/15/99-29024/frequency-of-inspection-alternate-hull-examination-program-for-certain-passenger-vessels-and,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
99-29832,Licensing and Manning for Officers of Towing Vessels,1999-11-19,https://www.govinfo.gov/content/pkg/FR-1999-11-19/pdf/99-29832.pdf,https://www.federalregister.gov/documents/1999/11/19/99-29832/licensing-and-manning-for-officers-of-towing-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
99-28611,Update of Standards From the American Society for Testing and Materials (ASTM),1999-12-01,https://www.govinfo.gov/content/pkg/FR-1999-12-01/pdf/99-28611.pdf,https://www.federalregister.gov/documents/1999/12/01/99-28611/update-of-standards-from-the-american-society-for-testing-and-materials-astm,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
99-30895,Outer Continental Shelf Activities,1999-12-07,https://www.govinfo.gov/content/pkg/FR-1999-12-07/pdf/99-30895.pdf,https://www.federalregister.gov/documents/1999/12/07/99-30895/outer-continental-shelf-activities,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
99-33213,Regulated Navigation Area; Arrival Notification and Year 2000 (Y2K) Reporting Requirements for Vessels Transiting the Cape Cod Canal,1999-12-22,https://www.govinfo.gov/content/pkg/FR-1999-12-22/pdf/99-33213.pdf,https://www.federalregister.gov/documents/1999/12/22/99-33213/regulated-navigation-area-arrival-notification-and-year-2000-y2k-reporting-requirements-for-vessels,,www.govinfo.gov,Rule,NVIC
00-1028,Oil Pollution Act of 1990 Phase-out Requirements for Single Hull Tank Vessels,2000-01-18,https://www.govinfo.gov/content/pkg/FR-2000-01-18/pdf/00-1028.pdf,https://www.federalregister.gov/documents/2000/01/18/00-1028/oil-pollution-act-of-1990-phase-out-requirements-for-single-hull-tank-vessels,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
00-2812,Frequency of Inspection,2000-02-09,https://www.govinfo.gov/content/pkg/FR-2000-02-09/pdf/00-2812.pdf,https://www.federalregister.gov/documents/2000/02/09/00-2812/frequency-of-inspection,,www.govinfo.gov,Rule,NVIC
00-4196,Port Access Route Study; Strait of Juan de Fuca and Adjacent Waters,2000-02-23,https://www.govinfo.gov/content/pkg/FR-2000-02-23/pdf/00-4196.pdf,https://www.federalregister.gov/documents/2000/02/23/00-4196/port-access-route-study-strait-of-juan-de-fuca-and-adjacent-waters,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
00-4745,"Anchorage Regulation; Los Angeles-Long Beach Harbors, CA",2000-02-29,https://www.govinfo.gov/content/pkg/FR-2000-02-29/pdf/00-4745.pdf,https://www.federalregister.gov/documents/2000/02/29/00-4745/anchorage-regulation-los-angeles-long-beach-harbors-ca,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
00-4777,Safety of Uninspected Passenger Vessels Under the Passenger Vessel Safety Act of 1993 (PVSA),2000-03-02,https://www.govinfo.gov/content/pkg/FR-2000-03-02/pdf/00-4777.pdf,https://www.federalregister.gov/documents/2000/03/02/00-4777/safety-of-uninspected-passenger-vessels-under-the-passenger-vessel-safety-act-of-1993-pvsa,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
00-10499,Safety of Uninspected Passenger Vessels Under the Passenger Vessel Safety Act of 1993 (PVSA),2000-04-28,https://www.govinfo.gov/content/pkg/FR-2000-04-28/pdf/00-10499.pdf,https://www.federalregister.gov/documents/2000/04/28/00-10499/safety-of-uninspected-passenger-vessels-under-the-passenger-vessel-safety-act-of-1993-pvsa,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
00-12570,Emergency Control Measures for Tank Barges,2000-05-19,https://www.govinfo.gov/content/pkg/FR-2000-05-19/pdf/00-12570.pdf,https://www.federalregister.gov/documents/2000/05/19/00-12570/emergency-control-measures-for-tank-barges,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
00-15056,Training and Certification for Mariners Serving on Certain Ships Carrying More Than 12 Passengers on International Voyages,2000-06-15,https://www.govinfo.gov/content/pkg/FR-2000-06-15/pdf/00-15056.pdf,https://www.federalregister.gov/documents/2000/06/15/00-15056/training-and-certification-for-mariners-serving-on-certain-ships-carrying-more-than-12-passengers-on,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
00-15955,Oil Pollution Act of 1990 Phase-out Requirements for Single Hull Tank Vessels,2000-06-23,https://www.govinfo.gov/content/pkg/FR-2000-06-23/pdf/00-15955.pdf,https://www.federalregister.gov/documents/2000/06/23/00-15955/oil-pollution-act-of-1990-phase-out-requirements-for-single-hull-tank-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
00-18313,"Regulated Navigation Area; San Pedro Bay, California",2000-07-21,https://www.govinfo.gov/content/pkg/FR-2000-07-21/pdf/00-18313.pdf,https://www.federalregister.gov/documents/2000/07/21/00-18313/regulated-navigation-area-san-pedro-bay-california,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
00-19220,"Traffic Separation Schemes: Off San Francisco, in the Santa Barbara Channel, in the Approaches to Los Angeles-Long Beach, CA",2000-07-31,https://www.govinfo.gov/content/pkg/FR-2000-07-31/pdf/00-19220.pdf,https://www.federalregister.gov/documents/2000/07/31/00-19220/traffic-separation-schemes-off-san-francisco-in-the-santa-barbara-channel-in-the-approaches-to-los,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
00-19219,Pollution Prevention for Oceangoing Ships and Certain Vessels in Domestic Service,2000-08-08,https://www.govinfo.gov/content/pkg/FR-2000-08-08/pdf/00-19219.pdf,https://www.federalregister.gov/documents/2000/08/08/00-19219/pollution-prevention-for-oceangoing-ships-and-certain-vessels-in-domestic-service,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
00-28585,Fire-Suppression Systems and Voyage Planning for Towing Vessels,2000-11-08,https://www.govinfo.gov/content/pkg/FR-2000-11-08/pdf/00-28585.pdf,https://www.federalregister.gov/documents/2000/11/08/00-28585/fire-suppression-systems-and-voyage-planning-for-towing-vessels,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
00-30447,Cargo Securing on Vessels Operating in U.S. Waters,2000-12-01,https://www.govinfo.gov/content/pkg/FR-2000-12-01/pdf/00-30447.pdf,https://www.federalregister.gov/documents/2000/12/01/00-30447/cargo-securing-on-vessels-operating-in-us-waters,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
01-4278,Towing Safety Advisory Committee,2001-02-21,https://www.govinfo.gov/content/pkg/FR-2001-02-21/pdf/01-4278.pdf,https://www.federalregister.gov/documents/2001/02/21/01-4278/towing-safety-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
01-10839,Raising the Threshold of Property Damage for Reports of Accidents Involving Recreational Vessels,2001-05-01,https://www.govinfo.gov/content/pkg/FR-2001-05-01/pdf/01-10839.pdf,https://www.federalregister.gov/documents/2001/05/01/01-10839/raising-the-threshold-of-property-damage-for-reports-of-accidents-involving-recreational-vessels,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
01-10970,Permits for the Transportation of Municipal and Commercial Waste,2001-05-03,https://www.govinfo.gov/content/pkg/FR-2001-05-03/pdf/01-10970.pdf,https://www.federalregister.gov/documents/2001/05/03/01-10970/permits-for-the-transportation-of-municipal-and-commercial-waste,,www.govinfo.gov,Proposed Rule,Navigation and Vessel Inspection Circular
01-13706,Marine Shipboard Electrical Cable Standards,2001-06-04,https://www.govinfo.gov/content/pkg/FR-2001-06-04/pdf/01-13706.pdf,https://www.federalregister.gov/documents/2001/06/04/01-13706/marine-shipboard-electrical-cable-standards,,www.govinfo.gov,Rule,NVIC
01-15657,Technical Amendments; Organizational Changes; Miscellaneous Editorial Changes and Conforming Amendments,2001-06-25,https://www.govinfo.gov/content/pkg/FR-2001-06-25/pdf/01-15657.pdf,https://www.federalregister.gov/documents/2001/06/25/01-15657/technical-amendments-organizational-changes-miscellaneous-editorial-changes-and-conforming,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
01-17390,Towing Safety Advisory Committee,2001-07-11,https://www.govinfo.gov/content/pkg/FR-2001-07-11/pdf/01-17390.pdf,https://www.federalregister.gov/documents/2001/07/11/01-17390/towing-safety-advisory-committee,,www.govinfo.gov,Notice,Navigation and Vessel Inspection Circular
01-19333,"Drawbridge Operating Regulation; Ouachita River, LA",2001-08-02,https://www.govinfo.gov/content/pkg/FR-2001-08-02/pdf/01-19333.pdf,https://www.federalregister.gov/documents/2001/08/02/01-19333/drawbridge-operating-regulation-ouachita-river-la,,www.govinfo.gov,Rule,Navigation and Vessel Inspection Circular
